periodo,id_empresa,seccion_economica,gastos_totales,gasto_gestion_amb,consumo_agua_m3,consumo_energia_kwh,actividad_nombre
2021,10001,Alojamiento,1682975,0,0,0,0
2021,10002,Alojamiento,1710641,0,0,0,0
2021,10003,Alojamiento,6854236,0,0,0,0
2021,10004,Alojamiento,6000326,0,0,0,0
2021,10005,Expendio De Alimentos,22229918,171785,1,1,0
2021,10006,Expendio De Alimentos,71438456,0,0,0,0
2021,10007,Expendio De Alimentos,831639,0,0,0,0
2021,10008,Expendio De Alimentos,14527370,10504,0,0,0
2021,10013,Auxiliares Del Transporte,17301519,0,0,0,0
2021,10015,Auxiliares Del Transporte,9562698,25000,1,1,0
2021,10017,Auxiliares Del Transporte,169410655,1044270,1,1,0
2021,10018,Auxiliares Del Transporte,4559380,34699,0,0,0
2021,10019,Agencias De Viajes,2365205,465,0,0,0
2021,10020,Agencias De Viajes,1099116,0,0,0,0
2021,10021,Auxiliares Del Transporte,6287208,0,0,0,0
2021,10022,Auxiliares Del Transporte,9028558,16503,0,0,0
2021,10023,Auxiliares Del Transporte,3226363,0,0,0,0
2021,10024,Auxiliares Del Transporte,2337115,0,0,0,0
2021,10025,Auxiliares Del Transporte,3429871,0,0,0,0
2021,10026,Actividades De Telecomunicaciones,1043000,0,0,0,0
2021,10027,Actividades De Telecomunicaciones,111483475,0,0,0,0
2021,10029,Alojamiento,10580896,3821,0,1,0
2021,10030,Inmobiliarias Y Alquileres,2285083,0,0,0,0
2021,10033,"Actividades Profesionales, Cientificas",16710673,0,0,0,0
2021,10034,"Actividades Profesionales, Cientificas",10588059,0,0,0,0
2021,10035,"Actividades Profesionales, Cientificas",7340927,0,0,0,0
2021,10036,"Actividades Profesionales, Cientificas",888784,0,0,0,0
2021,10038,"Actividades Profesionales, Cientificas",10830733,32486,1,0,0
2021,10040,"Actividades Profesionales, Cientificas",166808550,4117,0,0,0
2021,10041,Obtencion Y Suministro De Personal,3749003,0,0,0,0
2021,10044,Obtencion Y Suministro De Personal,15237773,0,0,0,0
2021,10047,Obtencion Y Suministro De Personal,9317665,0,0,0,0
2021,10048,Obtencion Y Suministro De Personal,14982626,0,0,0,0
2021,10049,Obtencion Y Suministro De Personal,37188752,35000,1,1,0
2021,10050,Obtencion Y Suministro De Personal,89240103,0,0,0,0
2021,10051,Obtencion Y Suministro De Personal,35472398,0,0,0,0
2021,10052,Obtencion Y Suministro De Personal,1785831,0,0,0,0
2021,10053,Obtencion Y Suministro De Personal,4150328,0,0,0,0
2021,10055,Obtencion Y Suministro De Personal,120132338,0,0,0,0
2021,10057,Obtencion Y Suministro De Personal,33197096,0,0,0,0
2021,10058,Obtencion Y Suministro De Personal,27501661,0,0,0,0
2021,10059,Obtencion Y Suministro De Personal,22474301,0,0,0,0
2021,10060,Obtencion Y Suministro De Personal,8422273,0,0,0,0
2021,10062,Obtencion Y Suministro De Personal,7194018,0,0,0,0
2021,10063,Obtencion Y Suministro De Personal,144998309,0,0,0,0
2021,10064,Obtencion Y Suministro De Personal,12566989,0,0,0,0
2021,10065,Obtencion Y Suministro De Personal,11722133,0,0,0,0
2021,10066,Obtencion Y Suministro De Personal,61086583,0,0,0,0
2021,10067,Obtencion Y Suministro De Personal,18133453,0,0,0,0
2021,10068,Obtencion Y Suministro De Personal,4178923,52,1,0,0
2021,10069,Obtencion Y Suministro De Personal,6104339,0,0,0,0
2021,10070,Obtencion Y Suministro De Personal,93862404,160947,1,1,0
2021,10072,Actividades Administrativas,61294053,0,0,0,0
2021,10075,Actividades Administrativas,682599,0,0,0,0
2021,10076,Educacion Superior,11308506,0,0,0,0
2021,10077,Educacion Superior,3478574,0,0,0,0
2021,10078,Educacion Superior,651943,0,0,0,0
2021,10079,Educacion Superior,308898915,253777,1,0,0
2021,10080,Educacion Superior,50218078,0,0,0,0
2021,10081,Educacion Superior,17869699,0,0,0,0
2021,10082,Educacion Superior,3165504,0,0,0,0
2021,10083,Educacion Superior,113129110,27310,1,1,0
2021,10084,Educacion Superior,61390118,93437,1,1,0
2021,10085,Salud Humana,14496568,0,0,0,0
2021,10086,Salud Humana,24672087,18494,0,0,0
2021,10087,Salud Humana,142753697,877245,0,1,0
2021,10088,Salud Humana,124965407,287908,0,1,0
2021,10090,Salud Humana,213108445,0,0,0,0
2021,10092,Salud Humana,6334164,0,0,0,0
2021,10093,Salud Humana,40537381,0,0,0,0
2021,10094,Salud Humana,13000260,42979,1,1,0
2021,10095,Salud Humana,9029658,18445,0,0,0
2021,10096,Salud Humana,10143988,1560,0,0,0
2021,10097,Salud Humana,29048178,0,0,0,0
2021,10098,Salud Humana,16555044,11465,0,1,0
2021,10099,Salud Humana,32828740,20226,0,0,0
2021,10101,Salud Humana,47920261,58539,0,0,0
2021,10103,Salud Humana,2513366,0,0,0,0
2021,10104,Salud Humana,20685335,0,0,0,0
2021,10105,Salud Humana,20587320,0,0,0,0
2021,10107,Salud Humana,12880951,0,0,0,0
2021,10108,Salud Humana,6044530,62663,0,1,0
2021,10109,Salud Humana,21710469,0,0,0,0
2021,10111,Salud Humana,45388535,80093,0,1,0
2021,10112,Salud Humana,28871632,17749,0,1,0
2021,10113,Salud Humana,30050560,0,0,0,0
2021,10114,Salud Humana,9587401,0,0,0,0
2021,10115,Salud Humana,3682703,60000,0,0,0
2021,10116,Salud Humana,3572792,0,0,0,0
2021,10117,Prog Y Trans De Radio Y Television,1707194,0,0,0,0
2021,10118,Prog Y Trans De Radio Y Television,10922809,0,0,0,0
2021,10119,Otros Servicios,9082024,0,0,0,0
2021,10120,Otros Servicios,17412990,0,0,0,0
2021,10121,Obtencion Y Suministro De Personal,3620955,0,0,0,0
2021,10122,Actividades Administrativas,6096059,0,0,0,0
2021,10123,Alojamiento,2419725,0,0,0,0
2021,10124,Alojamiento,2781117,1500,1,0,0
2021,10125,Salud Humana,79754886,13466,0,1,0
2021,10128,Auxiliares Del Transporte,2482675,0,0,0,0
2021,10129,Obtencion Y Suministro De Personal,15503818,0,0,0,0
2021,10131,Postales Y Correos,782988,0,0,0,0
2021,10132,Salud Humana,7433080,0,0,0,0
2021,10133,Salud Humana,20617769,9400,0,1,0
2021,10135,Salud Humana,65303313,0,0,0,0
2021,10136,Publicidad,11820062,0,0,0,0
2021,10138,Salud Humana,10105799,9769,0,1,0
2021,10139,Alojamiento,11530783,0,0,0,0
2021,10140,Alojamiento,3243881,0,0,0,0
2021,10141,Auxiliares Del Transporte,3603431,0,0,0,0
2021,10142,Salud Humana,8912405,0,0,0,0
2021,10143,Expendio De Alimentos,28572113,0,0,0,0
2021,10144,Salud Humana,32349504,120166,0,0,0
2021,10145,Auxiliares Del Transporte,8702785,0,0,0,0
2021,10146,Inmobiliarias Y Alquileres,47028121,216000,1,0,0
2021,10148,Salud Humana,10485940,60000,1,1,0
2021,10149,Salud Humana,6635534,0,0,0,0
2021,10151,Salud Humana,23562769,0,0,0,0
2021,10153,"Actividades Profesionales, Cientificas",2254712,0,0,0,0
2021,10154,"Actividades Profesionales, Cientificas",5279278,0,0,0,0
2021,10155,Salud Humana,34093196,42832,1,1,0
2021,10156,Inmobiliarias Y Alquileres,38921730,4930,0,0,0
2021,10157,Auxiliares Del Transporte,2398732,0,0,0,0
2021,10158,Auxiliares Del Transporte,14815320,25000,0,0,0
2021,10159,Obtencion Y Suministro De Personal,90209755,15500,1,1,0
2021,10162,Obtencion Y Suministro De Personal,62854447,0,0,0,0
2021,10163,Salud Humana,80871017,0,0,0,0
2021,10164,Obtencion Y Suministro De Personal,44125376,0,0,0,0
2021,10168,Obtencion Y Suministro De Personal,15657545,0,0,0,0
2021,15416,"Actividades Profesionales, Cientificas",3836448,0,0,0,0
2021,10169,Otros Servicios,56242385,0,0,0,0
2021,10170,Salud Humana,8695367,0,0,0,0
2021,10171,Alojamiento,1622684,0,0,0,0
2021,10172,Obtencion Y Suministro De Personal,5905291,0,0,0,0
2021,10173,Salud Humana,16339018,0,0,0,0
2021,10174,Obtencion Y Suministro De Personal,3144114,0,0,0,0
2021,10177,Obtencion Y Suministro De Personal,4747178,0,0,0,0
2021,10178,"Actividades Creativas, Artisticas Y De Entretenim",1504986,0,0,0,0
2021,10180,Alojamiento,1585836,0,0,0,0
2021,10182,Inform Y Serv De Informacion,2063759,0,0,0,0
2021,10183,Otros Servicios,60081302,8250,0,0,0
2021,10184,Salud Humana,6408480,11068,0,0,0
2021,18545,Postales Y Correos,1292872,0,0,0,0
2021,10185,Auxiliares Del Transporte,11412259,30022,0,0,0
2021,10187,Auxiliares Del Transporte,11066121,2800,1,1,0
2021,17548,Alojamiento,601086,0,0,0,0
2021,10189,Alojamiento,459474,0,0,0,0
2021,10191,Expendio De Alimentos,5249139,0,0,0,0
2021,10192,"Actividades Profesionales, Cientificas",14226582,0,0,0,0
2021,10193,"Actividades Profesionales, Cientificas",9307126,0,0,0,0
2021,10194,Obtencion Y Suministro De Personal,27462627,0,0,0,0
2021,10195,Educacion Superior,57088121,0,0,0,0
2021,10197,Obtencion Y Suministro De Personal,4577348,0,0,0,0
2021,10198,Obtencion Y Suministro De Personal,2254730,0,0,0,0
2021,10199,"Actividades Profesionales, Cientificas",2820244,0,0,0,0
2021,10200,Salud Humana,35936949,0,0,0,0
2021,10201,Expendio De Alimentos,15265875,0,0,0,0
2021,10202,Obtencion Y Suministro De Personal,706276,0,0,0,0
2021,10203,Auxiliares Del Transporte,4667970,0,0,0,0
2021,10204,"Actividades Profesionales, Cientificas",3463748,0,0,0,0
2021,10205,Alojamiento,3376511,12541,0,1,0
2021,10207,Alojamiento,1369877,0,0,0,0
2021,10208,Alojamiento,87693,0,0,0,0
2021,10209,Alojamiento,5206458,56328,0,0,0
2021,10210,Auxiliares Del Transporte,24931548,286501,1,1,0
2021,17959,Inform Y Serv De Informacion,1002905,0,0,0,0
2021,10213,Auxiliares Del Transporte,16552699,130441,0,0,0
2021,10216,Obtencion Y Suministro De Personal,8672487,0,0,0,0
2021,10217,Obtencion Y Suministro De Personal,4450915,0,0,0,0
2021,10219,Obtencion Y Suministro De Personal,57538624,0,0,0,0
2021,10220,Inmobiliarias Y Alquileres,7541860,0,0,0,0
2021,10221,Alojamiento,2799000,0,0,0,0
2021,10222,Alojamiento,2077760,0,0,0,0
2021,10223,Alojamiento,509465,4420,1,1,0
2021,10224,Alojamiento,4495933,12539,1,0,0
2021,19345,Inform Y Serv De Informacion,5176184,0,0,0,0
2021,10225,Auxiliares Del Transporte,59149658,0,0,0,0
2021,10226,Salud Humana,112808101,0,0,0,0
2021,10227,Salud Humana,7012863,0,0,0,0
2021,10228,Auxiliares Del Transporte,5481216,0,0,0,0
2021,10229,Salud Humana,26759121,0,0,0,0
2021,10230,Auxiliares Del Transporte,5230173,0,0,0,0
2021,10231,Salud Humana,27397836,166921,0,1,0
2021,10232,Actividades De Telecomunicaciones,78745189,0,0,0,0
2021,10233,Actividades De Telecomunicaciones,5969235,0,0,0,0
2021,10234,Salud Humana,47235133,0,0,0,0
2021,10235,Salud Humana,5574923,0,0,0,0
2021,10236,Postales Y Correos,996006,0,0,0,0
2021,10237,Salud Humana,17462803,0,0,0,0
2021,10240,Call Center,119027375,0,0,0,0
2021,10242,Obtencion Y Suministro De Personal,11325032,0,0,0,0
2021,10243,Inform Y Serv De Informacion,8189254,0,0,0,0
2021,10244,Obtencion Y Suministro De Personal,2788566,0,0,0,0
2021,10247,Obtencion Y Suministro De Personal,34608837,0,0,0,0
2021,10248,Obtencion Y Suministro De Personal,1312198,0,0,0,0
2021,15421,Obtencion Y Suministro De Personal,2166246,0,0,0,0
2021,10249,Inform Y Serv De Informacion,22601494,15000,0,0,0
2021,10250,Obtencion Y Suministro De Personal,75303217,0,0,0,0
2021,10253,Inform Y Serv De Informacion,2723759,0,0,0,0
2021,10254,Obtencion Y Suministro De Personal,23495845,0,0,0,0
2021,10257,Alojamiento,1183332,0,0,0,0
2021,17555,Alojamiento,770749,0,0,0,0
2021,10258,Expendio De Alimentos,24556201,0,0,0,0
2021,19338,Expendio De Alimentos,5919088,0,0,0,0
2021,10262,Educacion Superior,20135243,0,0,0,0
2021,10263,Educacion Superior,144618053,354535,1,1,0
2021,10264,Alojamiento,3441033,0,0,0,0
2021,10265,Alojamiento,4714338,0,0,0,0
2021,10266,Alojamiento,1121728,0,0,0,0
2021,10271,"Actividades Creativas, Artisticas Y De Entretenim",53682914,0,0,0,0
2021,10272,Obtencion Y Suministro De Personal,72227503,0,0,0,0
2021,10273,Auxiliares Del Transporte,41480702,0,0,0,0
2021,17549,Alojamiento,2017173,0,0,0,0
2021,10274,Alojamiento,696130,0,0,0,0
2021,10275,Alojamiento,2346270,4725,0,1,0
2021,20251,Expendio De Alimentos,4233110,0,0,0,0
2021,10276,Obtencion Y Suministro De Personal,1903267,0,0,0,0
2021,10281,Obtencion Y Suministro De Personal,4432738,0,0,0,0
2021,10283,Alojamiento,8552886,0,0,0,0
2021,10284,Alojamiento,2913438,13999,0,1,0
2021,17557,Alojamiento,6128943,0,0,0,0
2021,17558,Edicion,418380,0,0,0,0
2021,17559,Edicion,864986,0,0,0,0
2021,17561,Edicion,78510788,119943,1,1,0
2021,17562,"Actividades Profesionales, Cientificas",5049557,0,0,0,0
2021,17563,Expendio De Alimentos,5539136,0,0,0,0
2021,17564,Expendio De Alimentos,10136678,0,0,0,0
2021,17565,Expendio De Alimentos,3719407,0,0,0,0
2021,17566,Expendio De Alimentos,5505072,0,0,0,0
2021,17568,Call Center,103331089,0,0,0,0
2021,17960,Alojamiento,6663383,0,0,0,0
2021,17961,Obtencion Y Suministro De Personal,165593586,0,0,0,0
2021,17962,Obtencion Y Suministro De Personal,7597380,0,0,0,0
2021,17963,Obtencion Y Suministro De Personal,67681833,0,0,0,0
2021,17964,Call Center,403476437,0,0,0,0
2021,18546,Obtencion Y Suministro De Personal,9792506,0,0,0,0
2021,17965,Salud Humana,211349446,324192,0,0,0
2021,18547,Auxiliares Del Transporte,3838919,0,0,0,0
2021,17968,Auxiliares Del Transporte,23087582,0,0,0,0
2021,17969,Auxiliares Del Transporte,2383463,237,0,0,0
2021,17971,Auxiliares Del Transporte,1709303,0,0,0,0
2021,17972,Inform Y Serv De Informacion,5155501,0,0,0,0
2021,17973,Otros Servicios,4332395,38808,1,1,0
2021,17974,Auxiliares Del Transporte,36602162,468336,1,1,0
2021,17975,Inmobiliarias Y Alquileres,15028750,2106,0,0,0
2021,18550,Alojamiento,3028592,0,0,0,0
2021,18551,"Actividades Profesionales, Cientificas",3382885,0,0,0,0
2021,17976,Salud Humana,5965609,0,0,0,0
2021,17977,Salud Humana,42078820,215429,1,1,0
2021,17978,"Actividades Profesionales, Cientificas",3946940,0,0,0,0
2021,19348,Inmobiliarias Y Alquileres,2373384,0,0,0,0
2021,18554,Inmobiliarias Y Alquileres,3125708,0,0,0,0
2021,18555,Inmobiliarias Y Alquileres,7508302,44789,1,1,0
2021,19349,"Actividades Profesionales, Cientificas",2405555,0,0,0,0
2021,19350,"Actividades Profesionales, Cientificas",5233504,24230,0,1,0
2021,18556,"Actividades Profesionales, Cientificas",13161884,0,0,0,0
2021,18557,"Actividades Profesionales, Cientificas",15619524,0,0,0,0
2021,18559,Publicidad,4176525,0,0,0,0
2021,18560,Publicidad,8599186,0,0,0,0
2021,18561,Obtencion Y Suministro De Personal,10987883,0,0,0,0
2021,18564,Actividades Administrativas,7274306,0,0,0,0
2021,19351,Otros Servicios,2472888,0,0,0,0
2021,18567,"Actividades Profesionales, Cientificas",73611,0,0,0,0
2021,18568,Inmobiliarias Y Alquileres,1510092,0,0,0,0
2021,19352,Salud Humana,34440632,0,0,0,0
2021,18569,Salud Humana,27809426,101435,1,0,0
2021,18571,Salud Humana,2254129,0,0,0,0
2021,18572,Salud Humana,3681002,0,0,0,0
2021,18573,Otros Servicios,8475657,255657,0,0,0
2021,19353,Publicidad,4849612,0,0,0,0
2021,20252,Alojamiento,866591,0,0,0,0
2021,19354,Auxiliares Del Transporte,3327283,9578,0,0,0
2021,19355,"Actividades Profesionales, Cientificas",21639770,0,0,0,0
2021,19744,Alojamiento,2049393,0,0,0,0
2021,19357,Salud Humana,85530335,565789,1,1,0
2021,19358,Salud Humana,403079857,591032,0,0,0
2021,19359,Actividades De Telecomunicaciones,72543168,9075,0,0,0
2021,19746,"Actividades Profesionales, Cientificas",21661827,146899,1,0,0
2021,19747,Actividades De Telecomunicaciones,59822168,0,0,0,0
2021,19748,Inform Y Serv De Informacion,71208482,0,0,0,0
2021,19749,Alojamiento,1100377,0,0,0,0
2021,19750,"Actividades Creativas, Artisticas Y De Entretenim",4758953,0,0,0,0
2021,19751,Call Center,8846118,0,0,0,0
2021,19752,Salud Humana,29272514,0,0,0,0
2021,19753,Salud Humana,38001864,42060,0,1,0
2021,19754,Salud Humana,18997904,0,0,0,0
2021,19755,Salud Humana,4276065,0,0,0,0
2021,19756,Salud Humana,3627541,0,0,0,0
2021,19757,Salud Humana,15179449,7194,0,0,0
2021,19759,Salud Humana,13472698,0,0,0,0
2021,19760,Salud Humana,4369096,0,0,0,0
2021,19761,Salud Humana,11861186,0,0,0,0
2021,19762,Salud Humana,5490206,0,0,0,0
2021,19763,Salud Humana,9613382,0,0,0,0
2021,19764,Salud Humana,89876709,323418,0,0,0
2021,19765,Salud Humana,1007345,846,0,1,0
2021,19766,Salud Humana,21010700,54101,0,1,0
2021,19767,Salud Humana,17383110,0,0,0,0
2021,19768,Salud Humana,923292,6000,0,0,0
2021,19769,Salud Humana,5674901,0,0,0,0
2021,19770,Salud Humana,3899756,0,0,0,0
2021,19771,Salud Humana,16537786,0,0,0,0
2021,19772,Salud Humana,17238639,0,0,0,0
2021,19774,Salud Humana,6308081,15000,0,0,0
2021,19775,Salud Humana,7406521,0,0,0,0
2021,19776,Salud Humana,41540200,15000,1,1,0
2021,19777,Salud Humana,20249866,27000,1,0,0
2021,19778,Salud Humana,9757333,9971,0,1,0
2021,19780,Salud Humana,394926,0,0,0,0
2021,19781,Salud Humana,4575913,0,0,0,0
2021,19782,Salud Humana,206870,0,0,0,0
2021,19783,Salud Humana,3548868,0,0,0,0
2021,19784,Salud Humana,3404537,0,0,0,0
2021,19785,Salud Humana,1200031,0,0,0,0
2021,19786,Salud Humana,663354,0,0,0,0
2021,19787,Salud Humana,8962812,0,0,0,0
2021,19788,Salud Humana,2261545,0,0,0,0
2021,19789,Auxiliares Del Transporte,15717820,284802,1,1,0
2021,20253,Expendio De Alimentos,15375965,0,0,0,0
2021,20254,Publicidad,5507838,0,0,0,0
2021,20255,Publicidad,5619090,0,0,0,0
2021,20256,Auxiliares Del Transporte,2981242,35479,1,1,0
2021,10286,Alojamiento,537087,0,0,0,0
2021,10287,Alojamiento,295082,0,0,0,0
2021,10294,Alojamiento,1132253,0,0,0,0
2021,10295,Alojamiento,2018147,0,0,0,0
2021,10296,Alojamiento,5719604,2913,0,0,0
2021,10297,Alojamiento,1399777,0,0,0,0
2021,10298,Alojamiento,7497307,3050,1,0,0
2021,10299,Alojamiento,2017726,0,0,0,0
2021,10300,Alojamiento,1228853,0,0,0,0
2021,10303,Alojamiento,11102290,15995,1,0,0
2021,10304,Alojamiento,9206199,380,0,0,0
2021,10305,Alojamiento,2526635,0,0,0,0
2021,10307,Alojamiento,3776227,0,0,0,0
2021,10308,Alojamiento,2957372,0,0,0,0
2021,10309,Alojamiento,19918191,50000,1,1,0
2021,10311,Alojamiento,2068121,1492,0,0,0
2021,10312,Alojamiento,3921939,2880,0,1,0
2021,10314,Alojamiento,1295220,0,0,0,0
2021,10316,Alojamiento,4584900,7500,1,1,0
2021,10318,Alojamiento,1837866,7567,1,1,0
2021,10319,Alojamiento,10653534,0,0,0,0
2021,10320,Alojamiento,1779833,0,0,0,0
2021,10321,Alojamiento,773388,0,0,0,0
2021,10322,Alojamiento,8385392,0,0,0,0
2021,10323,Alojamiento,34910471,124828,1,1,0
2021,10326,Alojamiento,1040170,0,0,0,0
2021,10328,Alojamiento,5090615,0,0,0,0
2021,10330,Alojamiento,740572,0,0,0,0
2021,10332,Alojamiento,3069691,0,0,0,0
2021,10333,Alojamiento,1430162,100,0,0,0
2021,10338,Expendio De Alimentos,6781340,0,0,0,0
2021,10339,Expendio De Alimentos,3942307,15000,1,0,0
2021,10340,Expendio De Alimentos,6431552,0,0,0,0
2021,10341,Expendio De Alimentos,72278129,0,0,0,0
2021,10342,Expendio De Alimentos,3187873,0,0,0,0
2021,10343,Expendio De Alimentos,8130712,0,0,0,0
2021,10344,Expendio De Alimentos,2405506,0,0,0,0
2021,10345,Expendio De Alimentos,8738287,0,0,0,0
2021,10346,Expendio De Alimentos,46653697,10910,0,0,0
2021,10347,Expendio De Alimentos,203157914,0,0,0,0
2021,10349,Expendio De Alimentos,365898990,0,0,0,0
2021,15428,Expendio De Alimentos,2944153,0,0,0,0
2021,10351,Expendio De Alimentos,16860393,0,0,0,0
2021,10353,Expendio De Alimentos,11522174,0,0,0,0
2021,10354,Expendio De Alimentos,3220430,0,0,0,0
2021,10355,Expendio De Alimentos,276617303,0,0,0,0
2021,10356,Expendio De Alimentos,3513246,0,0,0,0
2021,10357,Expendio De Alimentos,3224095,3220,0,0,0
2021,10359,Expendio De Alimentos,2391346,0,0,0,0
2021,10362,Expendio De Alimentos,19318622,0,0,0,0
2021,10363,Expendio De Alimentos,4170054,0,0,0,0
2021,10364,Expendio De Alimentos,28361206,0,0,0,0
2021,10365,Expendio De Alimentos,101179575,0,0,0,0
2021,10366,Expendio De Alimentos,632368,0,0,0,0
2021,10367,Expendio De Alimentos,16631840,24916,1,0,0
2021,10368,Expendio De Alimentos,1728745,0,0,0,0
2021,10369,Expendio De Alimentos,3509752,0,0,0,0
2021,10370,Expendio De Alimentos,4198836,0,0,0,0
2021,10371,Expendio De Alimentos,92786691,0,0,0,0
2021,10373,Expendio De Alimentos,5708647,2155,0,0,0
2021,10374,Expendio De Alimentos,89657103,15389,0,0,0
2021,10375,Expendio De Alimentos,38744538,0,0,0,0
2021,10380,Expendio De Alimentos,2174319,0,0,0,0
2021,10381,Expendio De Alimentos,97977550,94800,0,0,0
2021,10382,Expendio De Alimentos,41663962,0,0,0,0
2021,10384,Expendio De Alimentos,8324502,14204,0,0,0
2021,10385,Expendio De Alimentos,1139808,0,0,0,0
2021,10386,Expendio De Alimentos,1940401,0,0,0,0
2021,10387,Expendio De Alimentos,25933440,0,0,0,0
2021,10388,Expendio De Alimentos,388536295,775097,0,1,0
2021,10389,Expendio De Alimentos,4939527,0,0,0,0
2021,10390,Expendio De Alimentos,673297,0,0,0,0
2021,10391,Expendio De Alimentos,75349226,45600,0,0,0
2021,10394,Expendio De Alimentos,3139629,0,0,0,0
2021,10395,Expendio De Alimentos,54139683,0,0,0,0
2021,16163,Expendio De Alimentos,2191069,0,0,0,0
2021,10396,Expendio De Alimentos,16834294,24901,1,1,0
2021,10397,Expendio De Alimentos,9365312,0,0,0,0
2021,10399,Expendio De Alimentos,9658773,25460,0,0,0
2021,10400,Expendio De Alimentos,388536295,775097,0,1,0
2021,10401,Expendio De Alimentos,12132162,0,0,0,0
2021,10405,Obtencion Y Suministro De Personal,26675882,0,0,0,0
2021,10406,Expendio De Alimentos,55036732,131308,0,1,0
2021,10407,Obtencion Y Suministro De Personal,216023531,55095,0,0,0
2021,10409,Auxiliares Del Transporte,52191220,18919,1,0,0
2021,10410,Auxiliares Del Transporte,4027936,0,0,0,0
2021,10411,Auxiliares Del Transporte,8787236,0,0,0,0
2021,10412,Auxiliares Del Transporte,3064473,0,0,0,0
2021,10413,Auxiliares Del Transporte,25508019,0,0,0,0
2021,10415,Auxiliares Del Transporte,67780771,456065,1,1,0
2021,10420,Auxiliares Del Transporte,64832144,97824,0,1,0
2021,10421,Auxiliares Del Transporte,21317452,0,0,0,0
2021,10422,Auxiliares Del Transporte,5038361,0,0,0,0
2021,15445,Auxiliares Del Transporte,3818955,0,0,0,0
2021,10423,Auxiliares Del Transporte,15007360,148500,0,0,0
2021,10424,Auxiliares Del Transporte,18382514,0,0,0,0
2021,10425,Auxiliares Del Transporte,13106301,0,0,0,0
2021,10426,Auxiliares Del Transporte,2403752,0,0,0,0
2021,10428,Auxiliares Del Transporte,102995053,17500,0,0,0
2021,10429,Auxiliares Del Transporte,58247923,349808,1,1,0
2021,10430,Auxiliares Del Transporte,54952385,325464,0,1,0
2021,10431,Auxiliares Del Transporte,20387363,0,0,0,0
2021,10432,Auxiliares Del Transporte,16880377,100000,1,1,0
2021,10433,Auxiliares Del Transporte,12638042,0,0,0,0
2021,10434,Auxiliares Del Transporte,67231204,0,0,0,0
2021,10435,Auxiliares Del Transporte,4948040,6462,0,0,0
2021,10436,Auxiliares Del Transporte,55200737,72000,0,1,0
2021,10437,Auxiliares Del Transporte,41163372,13500,0,0,0
2021,10438,Auxiliares Del Transporte,28033162,0,0,0,0
2021,10439,Auxiliares Del Transporte,42861520,80054,1,1,0
2021,10440,Auxiliares Del Transporte,51291818,0,0,0,0
2021,10441,Auxiliares Del Transporte,11069599,0,0,0,0
2021,10442,Auxiliares Del Transporte,24454973,100954,1,1,0
2021,10443,Auxiliares Del Transporte,39679453,0,0,0,0
2021,10444,Auxiliares Del Transporte,64796539,17589,1,0,0
2021,10446,Auxiliares Del Transporte,96910159,120316,1,1,0
2021,10447,"Actividades Profesionales, Cientificas",28273862,0,0,0,0
2021,10450,Auxiliares Del Transporte,26506078,0,0,0,0
2021,10451,Auxiliares Del Transporte,1029961,0,0,0,0
2021,10453,Auxiliares Del Transporte,1247830741,129345,1,1,0
2021,10454,Agencias De Viajes,44105016,13998,1,0,0
2021,10455,Agencias De Viajes,8524110,0,0,0,0
2021,10456,Inform Y Serv De Informacion,33904422,0,0,0,0
2021,10458,Agencias De Viajes,13972512,0,0,0,0
2021,10459,Agencias De Viajes,270844123,0,0,0,0
2021,10460,Agencias De Viajes,5767863,0,0,0,0
2021,10462,Agencias De Viajes,1652955,0,0,0,0
2021,10463,Agencias De Viajes,1177930,0,0,0,0
2021,10464,Auxiliares Del Transporte,50559981,0,0,0,0
2021,10465,Agencias De Viajes,1411648,0,0,0,0
2021,10466,Agencias De Viajes,125006268,0,0,0,0
2021,10467,Agencias De Viajes,1512793,0,0,0,0
2021,10468,Agencias De Viajes,705942,0,0,0,0
2021,10469,Auxiliares Del Transporte,10883929,0,0,0,0
2021,10472,Agencias De Viajes,3292788,4898,1,0,0
2021,10474,Agencias De Viajes,8182099,0,0,0,0
2021,10475,Agencias De Viajes,1146125,0,0,0,0
2021,10476,Agencias De Viajes,5047767,0,0,0,0
2021,10477,Auxiliares Del Transporte,21631691,0,0,0,0
2021,10478,Auxiliares Del Transporte,8400,0,0,0,0
2021,19360,Auxiliares Del Transporte,2512045,0,0,0,0
2021,10479,"Actividades Profesionales, Cientificas",19634296,10,1,0,0
2021,10480,Auxiliares Del Transporte,5797113,0,0,0,0
2021,10481,Auxiliares Del Transporte,13273016,0,0,0,0
2021,10483,Auxiliares Del Transporte,8688951,0,0,0,0
2021,10484,Auxiliares Del Transporte,5160606,0,0,0,0
2021,10485,Auxiliares Del Transporte,29264360,14253,0,1,0
2021,10486,Auxiliares Del Transporte,13278140,0,0,0,0
2021,10487,Auxiliares Del Transporte,17338615,0,0,0,0
2021,10488,Auxiliares Del Transporte,9988709,1356,1,0,0
2021,10489,Auxiliares Del Transporte,12643063,5400,0,0,0
2021,10490,Auxiliares Del Transporte,46279995,0,0,0,0
2021,10491,Auxiliares Del Transporte,15807344,0,0,0,0
2021,10492,Auxiliares Del Transporte,13887959,0,0,0,0
2021,10494,Auxiliares Del Transporte,50385743,1532,1,1,0
2021,10495,Auxiliares Del Transporte,4714002,0,0,0,0
2021,10496,Auxiliares Del Transporte,27402482,0,0,0,0
