periodo,id_empresa,seccion_economica,gastos_totales,gasto_gestion_amb,consumo_agua_m3,consumo_energia_kwh,actividad_nombre
2021,11694,Postales Y Correos,6448804,0,0,0,0
2021,11695,Otros Servicios,6058347,0,0,0,0
2021,11696,Inmobiliarias Y Alquileres,34379016,347191,0,1,0
2021,11699,Inmobiliarias Y Alquileres,9137153,20388,0,0,0
2021,11700,"Actividades Profesionales, Cientificas",773860,0,0,0,0
2021,11701,Inmobiliarias Y Alquileres,4541103,0,0,0,0
2021,11702,Obtencion Y Suministro De Personal,4806038,0,0,0,0
2021,11703,Actividades De Telecomunicaciones,107863959,358000,1,1,0
2021,11704,Alojamiento,1303184,0,0,0,0
2021,11705,Alojamiento,1223131,0,0,0,0
2021,11706,Alojamiento,865201,1500,1,1,0
2021,11707,Alojamiento,978992,0,0,0,0
2021,11709,Alojamiento,352961,0,0,0,0
2021,11710,Alojamiento,351684,0,0,0,0
2021,11712,Alojamiento,814732,0,0,0,0
2021,11713,Alojamiento,10889282,78425,0,0,0
2021,17570,Alojamiento,644513,496,0,0,0
2021,20259,Alojamiento,438556,0,0,0,0
2021,11715,Alojamiento,620247,0,0,0,0
2021,11716,Alojamiento,701908,0,0,0,0
2021,11717,Alojamiento,3006015,0,0,0,0
2021,19179,Alojamiento,299134,0,0,0,0
2021,11718,"Actividades Profesionales, Cientificas",5065935,0,0,0,0
2021,11719,"Actividades Profesionales, Cientificas",11162836,0,0,0,0
2021,11721,"Actividades Profesionales, Cientificas",7772992,0,0,0,0
2021,11723,"Actividades Profesionales, Cientificas",1155745,0,0,0,0
2021,11724,Actividades Administrativas,3798669,18980,0,0,0
2021,11725,"Actividades Profesionales, Cientificas",5928395,0,0,0,0
2021,11726,Educacion Superior,3463400,0,0,0,0
2021,11728,"Actividades Profesionales, Cientificas",14109925,0,0,0,0
2021,11731,Otros Servicios,22666862,74836,1,1,0
2021,11732,Obtencion Y Suministro De Personal,14264949,0,0,0,0
2021,11733,Obtencion Y Suministro De Personal,5527812,0,0,0,0
2021,11734,Salud Humana,1333617,0,0,0,0
2021,19376,Inmobiliarias Y Alquileres,9367260,0,0,0,0
2021,11735,"Actividades Profesionales, Cientificas",54389175,0,0,0,0
2021,11736,Otros Servicios,38639198,0,0,0,0
2021,11737,Obtencion Y Suministro De Personal,37193681,5000,0,0,0
2021,15637,Actividades Administrativas,1545546,0,0,0,0
2021,11738,"Actividades Profesionales, Cientificas",33845554,0,0,0,0
2021,11739,"Actividades Profesionales, Cientificas",10356947,0,0,0,0
2021,11740,Salud Humana,13390170,0,0,0,0
2021,11741,Inmobiliarias Y Alquileres,93596188,63851,0,0,0
2021,11744,Salud Humana,53041385,116328,1,1,0
2021,11745,Postales Y Correos,5296298,0,0,0,0
2021,11746,Call Center,6802784,0,0,0,0
2021,11747,"Actividades Profesionales, Cientificas",16738044,0,0,0,0
2021,11748,Expendio De Alimentos,67148233,0,0,0,0
2021,11749,Salud Humana,63633882,2294,0,0,0
2021,11750,"Actividades Profesionales, Cientificas",385488,0,0,0,0
2021,11751,Obtencion Y Suministro De Personal,7306260,0,0,0,0
2021,11752,Salud Humana,2526578,321,0,0,0
2021,11754,Obtencion Y Suministro De Personal,14409856,0,0,0,0
2021,11755,Auxiliares Del Transporte,2184235,0,0,0,0
2021,11756,Auxiliares Del Transporte,5451800,0,0,0,0
2021,11759,Obtencion Y Suministro De Personal,4988133,0,0,0,0
2021,11761,Call Center,4618373,0,0,0,0
2021,11762,Obtencion Y Suministro De Personal,23046366,3200,0,0,0
2021,11763,"Actividades Profesionales, Cientificas",9537298,0,0,0,0
2021,11764,Obtencion Y Suministro De Personal,19980955,0,0,0,0
2021,11765,Obtencion Y Suministro De Personal,32512751,0,0,0,0
2021,11768,Inform Y Serv De Informacion,24629707,0,0,0,0
2021,11769,Actividades De Telecomunicaciones,768428,0,0,0,0
2021,11770,Obtencion Y Suministro De Personal,28402986,0,0,0,0
2021,11771,Inform Y Serv De Informacion,3718073,0,0,0,0
2021,11774,"Actividades Profesionales, Cientificas",5366416,0,0,0,0
2021,11775,Publicidad,12817349,0,0,0,0
2021,11776,Actividades De Telecomunicaciones,9350596,0,0,0,0
2021,11778,"Actividades Profesionales, Cientificas",29736661,0,0,0,0
2021,11779,"Actividades Profesionales, Cientificas",9216808,0,0,0,0
2021,11780,Actividades De Telecomunicaciones,17856592,0,0,0,0
2021,11781,Obtencion Y Suministro De Personal,34228207,14500,1,1,0
2021,11783,Obtencion Y Suministro De Personal,18878704,0,0,0,0
2021,11785,Obtencion Y Suministro De Personal,6923345,0,0,0,0
2021,11787,Obtencion Y Suministro De Personal,2879389,0,0,0,0
2021,11789,Obtencion Y Suministro De Personal,14712770,0,0,0,0
2021,11790,Publicidad,44998104,0,0,0,0
2021,11791,Auxiliares Del Transporte,2369809,0,0,0,0
2021,11792,Obtencion Y Suministro De Personal,21468033,0,0,0,0
2021,17571,"Actividades Profesionales, Cientificas",1706647,0,0,0,0
2021,11795,Obtencion Y Suministro De Personal,4996391,0,0,0,0
2021,11796,Obtencion Y Suministro De Personal,17797597,0,0,0,0
2021,11797,"Actividades Profesionales, Cientificas",29028738,0,0,0,0
2021,11799,"Actividades Profesionales, Cientificas",3023288,0,0,0,0
2021,11802,Expendio De Alimentos,21699862,31474,0,0,0
2021,11804,Inform Y Serv De Informacion,5034352,0,0,0,0
2021,11806,Actividades De Telecomunicaciones,78447390,0,0,0,0
2021,11807,"Actividades Profesionales, Cientificas",12181959,0,0,0,0
2021,11808,Obtencion Y Suministro De Personal,3690327,0,0,0,0
2021,11809,Obtencion Y Suministro De Personal,7236117,0,0,0,0
2021,11811,Auxiliares Del Transporte,9395709,0,0,0,0
2021,11812,Obtencion Y Suministro De Personal,4167622,0,0,0,0
2021,11813,Call Center,99629690,0,0,0,0
2021,11814,Salud Humana,88744508,213603,0,0,0
2021,11816,"Actividades Profesionales, Cientificas",8280480,0,0,0,0
2021,11817,"Actividades Profesionales, Cientificas",9490574,0,0,0,0
2021,11818,Salud Humana,14118660,3644,1,1,0
2021,19203,Expendio De Alimentos,1605398,0,0,0,0
2021,11820,Educacion Superior,13539672,0,0,0,0
2021,11821,"Actividades Profesionales, Cientificas",69225496,28000,1,0,0
2021,11822,Salud Humana,194726301,510326,0,1,0
2021,11824,"Actividades Profesionales, Cientificas",16673532,0,0,0,0
2021,11825,Inmobiliarias Y Alquileres,14510960,0,0,0,0
2021,11826,Salud Humana,346246274,46487,1,0,0
2021,11827,Auxiliares Del Transporte,5917666,0,0,0,0
2021,11830,Auxiliares Del Transporte,22153868,112826,0,1,0
2021,11831,Obtencion Y Suministro De Personal,12712935,0,0,0,0
2021,11832,Auxiliares Del Transporte,7344312,0,0,0,0
2021,11833,Obtencion Y Suministro De Personal,2240348,0,0,0,0
2021,11834,Obtencion Y Suministro De Personal,37725737,0,0,0,0
2021,11836,Call Center,15921224,0,0,0,0
2021,11837,Obtencion Y Suministro De Personal,47559665,9313,0,1,0
2021,11841,Obtencion Y Suministro De Personal,2483747,0,0,0,0
2021,11843,Obtencion Y Suministro De Personal,5855762,0,0,0,0
2021,11846,Obtencion Y Suministro De Personal,2087049,0,0,0,0
2021,11849,Obtencion Y Suministro De Personal,15470220,0,0,0,0
2021,11852,Actividades Administrativas,50178980,0,0,0,0
2021,11854,Inmobiliarias Y Alquileres,6311046,0,0,0,0
2021,11855,Obtencion Y Suministro De Personal,90604820,10500,1,0,0
2021,11857,"Actividades Profesionales, Cientificas",5187062,0,0,0,0
2021,15653,"Actividades Profesionales, Cientificas",1879602,0,0,0,0
2021,11861,Obtencion Y Suministro De Personal,2174262,0,0,0,0
2021,11863,Call Center,6016013,0,0,0,0
2021,11865,Inmobiliarias Y Alquileres,4410598,1500,0,0,0
2021,11867,"Actividades Profesionales, Cientificas",33337551,0,0,0,0
2021,11868,Obtencion Y Suministro De Personal,14017562,0,0,0,0
2021,11869,Expendio De Alimentos,3853162,0,0,0,0
2021,11870,Obtencion Y Suministro De Personal,13140722,16726,1,0,0
2021,11871,Inform Y Serv De Informacion,2291887,0,0,0,0
2021,11872,Inform Y Serv De Informacion,104095258,4000,0,0,0
2021,11873,Obtencion Y Suministro De Personal,5695015,0,0,0,0
2021,11874,Call Center,31383375,13657,1,1,0
2021,11875,Obtencion Y Suministro De Personal,11499667,0,0,0,0
2021,11876,Expendio De Alimentos,3163863,0,0,0,0
2021,11878,Otros Servicios,5669765,0,0,0,0
2021,11880,Inmobiliarias Y Alquileres,9413808,13354,0,0,0
2021,11885,Inform Y Serv De Informacion,104147160,0,0,0,0
2021,15656,"Actividades Profesionales, Cientificas",3902500,0,0,0,0
2021,11887,Expendio De Alimentos,15864070,0,0,0,0
2021,11888,Expendio De Alimentos,1904658,0,0,0,0
2021,11890,Expendio De Alimentos,405071,0,0,0,0
2021,11891,Call Center,67502017,2734,1,1,0
2021,11892,Otros Servicios,43109883,0,0,0,0
2021,11896,"Actividades Profesionales, Cientificas",2801964,0,0,0,0
2021,11898,Call Center,53679113,0,0,0,0
2021,11901,Auxiliares Del Transporte,89249319,0,0,0,0
2021,11902,Auxiliares Del Transporte,7907666,0,0,0,0
2021,11903,"Actividades Profesionales, Cientificas",2770200,0,0,0,0
2021,11907,Actividades Administrativas,625298,0,0,0,0
2021,11908,Actividades De Telecomunicaciones,8988107,15358,0,0,0
2021,11909,Publicidad,10196356,0,0,0,0
2021,11911,Salud Humana,8168143,0,0,0,0
2021,11912,Salud Humana,94889527,245222,0,0,0
2021,11913,Alojamiento,14243817,27600,1,0,0
2021,11914,Alojamiento,1315624,0,0,0,0
2021,11915,Alojamiento,1305548,0,0,0,0
2021,17572,Alojamiento,617221,0,0,0,0
2021,18574,Alojamiento,325324,0,0,0,0
2021,11916,Alojamiento,2376578,0,0,0,0
2021,11918,Alojamiento,547073,0,0,0,0
2021,11919,Alojamiento,563814,0,0,0,0
2021,11923,"Actividades Profesionales, Cientificas",6445740,0,0,0,0
2021,11925,Expendio De Alimentos,15009939,0,0,0,0
2021,11926,Obtencion Y Suministro De Personal,6953599,0,0,0,0
2021,11927,Actividades Administrativas,8820684,0,0,0,0
2021,11928,"Actividades Profesionales, Cientificas",6490241,0,0,0,0
2021,11929,"Actividades Profesionales, Cientificas",8060129,0,0,0,0
2021,11930,"Actividades Profesionales, Cientificas",4639266,0,0,0,0
2021,11931,"Actividades Profesionales, Cientificas",10329698,0,0,0,0
2021,11932,"Actividades Profesionales, Cientificas",22906780,0,0,0,0
2021,11933,Auxiliares Del Transporte,8810922,0,0,0,0
2021,11934,Obtencion Y Suministro De Personal,7553546,0,0,0,0
2021,11935,"Actividades Profesionales, Cientificas",10672957,0,0,0,0
2021,11936,Auxiliares Del Transporte,9451557,0,0,0,0
2021,11937,Obtencion Y Suministro De Personal,5205845,0,0,0,0
2021,11939,Obtencion Y Suministro De Personal,34190781,3846,1,1,0
2021,11940,Actividades De Telecomunicaciones,33939738,0,0,0,0
2021,11941,Postales Y Correos,11687787,2639,0,0,0
2021,11942,Inmobiliarias Y Alquileres,853569,0,0,0,0
2021,11945,Inform Y Serv De Informacion,37783857,0,0,0,0
2021,11947,Obtencion Y Suministro De Personal,15058747,7678,1,0,0
2021,11948,Salud Humana,104109073,31297,0,0,0
2021,11949,Obtencion Y Suministro De Personal,1793232,0,0,0,0
2021,11950,Obtencion Y Suministro De Personal,31540551,0,0,0,0
2021,11951,Inmobiliarias Y Alquileres,6581904,0,0,0,0
2021,11952,Alojamiento,5319640,0,0,0,0
2021,11953,Obtencion Y Suministro De Personal,180942,0,0,0,0
2021,11954,"Actividades Profesionales, Cientificas",84831716,84320,0,0,0
2021,11955,"Actividades Profesionales, Cientificas",23937779,0,0,0,0
2021,11958,"Actividades Profesionales, Cientificas",55709266,7635,0,1,0
2021,11959,Inform Y Serv De Informacion,563574295,0,0,0,0
2021,11960,Inform Y Serv De Informacion,24637781,0,0,0,0
2021,11961,"Actividades Profesionales, Cientificas",6855938,0,0,0,0
2021,11962,Obtencion Y Suministro De Personal,10324996,0,0,0,0
2021,11964,Salud Humana,1798297,0,0,0,0
2021,11965,Obtencion Y Suministro De Personal,10651202,0,0,0,0
2021,11969,Salud Humana,10576033,7497,0,0,0
2021,11970,Salud Humana,5396310,0,0,0,0
2021,11972,Inform Y Serv De Informacion,64187944,0,0,0,0
2021,11973,Obtencion Y Suministro De Personal,2546396,0,0,0,0
2021,11974,Obtencion Y Suministro De Personal,4078643,0,0,0,0
2021,11975,"Actividades Profesionales, Cientificas",14498492,0,0,0,0
2021,11976,Salud Humana,4550854,0,0,0,0
2021,11977,Publicidad,10507713,0,0,0,0
2021,11979,Expendio De Alimentos,12426153,0,0,0,0
2021,11982,Inmobiliarias Y Alquileres,3338826,5230,0,1,0
2021,11983,Inform Y Serv De Informacion,24753408,0,0,0,0
2021,11986,Actividades De Telecomunicaciones,17782356,0,0,0,0
2021,11987,Inform Y Serv De Informacion,13907304,0,0,0,0
2021,11988,Inform Y Serv De Informacion,10564052,0,0,0,0
2021,11991,Obtencion Y Suministro De Personal,15001924,0,0,0,0
2021,11992,Obtencion Y Suministro De Personal,1170599,0,0,0,0
2021,11993,"Actividades Creativas, Artisticas Y De Entretenim",895383,0,0,0,0
2021,11994,"Actividades Profesionales, Cientificas",12629789,0,0,0,0
2021,11996,Obtencion Y Suministro De Personal,4008075,0,0,0,0
2021,11998,"Actividades Profesionales, Cientificas",114119006,13864,0,1,0
2021,11999,Salud Humana,6624441,0,0,0,0
2021,12000,"Actividades Profesionales, Cientificas",33382328,0,0,0,0
2021,12001,Inmobiliarias Y Alquileres,3850507,0,0,0,0
2021,12002,Obtencion Y Suministro De Personal,27769332,0,0,0,0
2021,12003,"Actividades Profesionales, Cientificas",19799238,0,0,0,0
2021,12004,Salud Humana,75270191,0,0,0,0
2021,12006,Actividades De Telecomunicaciones,17922752,0,0,0,0
2021,12008,Auxiliares Del Transporte,15084322,0,0,0,0
2021,12009,"Actividades Profesionales, Cientificas",4829381,0,0,0,0
2021,12010,"Actividades Profesionales, Cientificas",7460834,0,0,0,0
2021,12016,Call Center,138503250,0,0,0,0
2021,12017,Obtencion Y Suministro De Personal,9510964,0,0,0,0
2021,12020,Obtencion Y Suministro De Personal,1990803,0,0,0,0
2021,12021,Obtencion Y Suministro De Personal,2521837,0,0,0,0
2021,12022,Inmobiliarias Y Alquileres,28865860,205000,1,1,0
2021,12023,Publicidad,39359803,0,0,0,0
2021,12024,Inform Y Serv De Informacion,231621330,5150,0,0,0
2021,12025,Call Center,126689802,0,0,0,0
2021,12026,Actividades De Telecomunicaciones,14864648,0,0,0,0
2021,12028,Actividades De Telecomunicaciones,34346460,0,0,0,0
2021,12029,Call Center,13750681,0,0,0,0
2021,12030,Salud Humana,20710159,19414,0,0,0
2021,12031,Actividades Administrativas,22591356,10718,0,1,0
2021,12032,Expendio De Alimentos,11913794,0,0,0,0
2021,12033,Expendio De Alimentos,50911972,0,0,0,0
2021,12035,Expendio De Alimentos,21173292,0,0,0,0
2021,12036,Expendio De Alimentos,5985068,0,0,0,0
2021,12039,Obtencion Y Suministro De Personal,2239421,0,0,0,0
2021,12040,Salud Humana,6623954,0,0,0,0
2021,12041,"Actividades Profesionales, Cientificas",4648587,0,0,0,0
2021,12045,Obtencion Y Suministro De Personal,1049223,0,0,0,0
2021,12047,Obtencion Y Suministro De Personal,7543370,0,0,0,0
2021,12049,Inmobiliarias Y Alquileres,8937116,23451,1,1,0
2021,12050,Inform Y Serv De Informacion,3396417,0,0,0,0
2021,12054,Obtencion Y Suministro De Personal,20282283,0,0,0,0
2021,12055,Obtencion Y Suministro De Personal,1928001,0,0,0,0
2021,12058,Obtencion Y Suministro De Personal,38886652,100,0,0,0
2021,12063,Inform Y Serv De Informacion,10910689,0,0,0,0
2021,12065,Actividades Administrativas,14997709,9200,1,1,0
2021,12069,"Actividades Profesionales, Cientificas",74962379,12800,0,1,0
2021,12070,Obtencion Y Suministro De Personal,10864909,0,0,0,0
2021,12071,Inmobiliarias Y Alquileres,7513079,0,0,0,0
2021,12073,Alojamiento,19813412,58000,1,0,0
2021,12074,Alojamiento,2269103,0,0,0,0
2021,12075,Alojamiento,8527335,400,0,0,0
2021,12076,Alojamiento,1241503,0,0,0,0
2021,17552,Alojamiento,2055970,85733,0,1,0
2021,12078,Auxiliares Del Transporte,5487845,0,0,0,0
2021,12079,"Actividades Profesionales, Cientificas",9479187,50000,0,0,0
2021,12080,"Actividades Profesionales, Cientificas",7580246,0,0,0,0
2021,12082,Obtencion Y Suministro De Personal,4254772,0,0,0,0
2021,12083,Inform Y Serv De Informacion,9500206,0,0,0,0
2021,19377,Obtencion Y Suministro De Personal,4755147,0,0,0,0
2021,19378,Salud Humana,3684577,0,0,0,0
2021,15669,"Actividades Profesionales, Cientificas",10630237,0,0,0,0
2021,12086,"Actividades Profesionales, Cientificas",17757152,0,0,0,0
2021,12087,Inform Y Serv De Informacion,10800677,0,0,0,0
2021,12088,Inmobiliarias Y Alquileres,4729091,0,0,0,0
2021,12089,"Actividades Profesionales, Cientificas",29902426,25080,0,0,0
2021,12090,Inform Y Serv De Informacion,11861542,0,0,0,0
2021,12091,Publicidad,2338946,0,0,0,0
2021,12095,Inform Y Serv De Informacion,11134063,0,0,0,0
2021,12096,"Actividades Profesionales, Cientificas",10870432,0,0,0,0
2021,12098,Postales Y Correos,9891515,0,0,0,0
2021,12099,Obtencion Y Suministro De Personal,2639603,0,0,0,0
2021,12100,Inmobiliarias Y Alquileres,605865,0,0,0,0
2021,12102,Obtencion Y Suministro De Personal,4227351,0,0,0,0
2021,12105,"Actividades Profesionales, Cientificas",3836710,0,0,0,0
2021,12106,Inform Y Serv De Informacion,22175289,0,0,0,0
2021,12107,Auxiliares Del Transporte,3436555,50000,1,0,0
2021,12109,Inmobiliarias Y Alquileres,4113997,0,0,0,0
2021,12110,Inform Y Serv De Informacion,5246096,0,0,0,0
2021,12111,Inform Y Serv De Informacion,708889,0,0,0,0
2021,12112,Obtencion Y Suministro De Personal,4658395,0,0,0,0
2021,12114,Otros Servicios,3343646,10059,1,1,0
2021,12115,Otros Servicios,12722951,0,0,0,0
2021,12118,Otros Servicios,2527662,0,0,0,0
2021,12125,Obtencion Y Suministro De Personal,4438423,0,0,0,0
2021,12129,Expendio De Alimentos,4739990,0,0,0,0
2021,17573,Inmobiliarias Y Alquileres,3298826,0,0,0,0
2021,12133,Inmobiliarias Y Alquileres,55673781,200,0,0,0
2021,12136,Publicidad,16291128,758,1,1,0
2021,12137,Expendio De Alimentos,40036741,4162,0,1,0
2021,12138,"Actividades Profesionales, Cientificas",77535388,0,0,0,0
2021,12140,"Actividades Profesionales, Cientificas",3236486,0,0,0,0
2021,12142,"Actividades Profesionales, Cientificas",3345948,0,0,0,0
2021,12143,Inform Y Serv De Informacion,733291982,0,0,0,0
2021,12145,Publicidad,1809350,0,0,0,0
2021,12147,"Actividades Profesionales, Cientificas",27866938,175900,0,1,0
2021,12149,Alojamiento,2981729,0,0,0,0
2021,12150,"Actividades Profesionales, Cientificas",3886835,0,0,0,0
2021,12151,Inform Y Serv De Informacion,5670643,0,0,0,0
2021,12152,Auxiliares Del Transporte,9475500,0,0,0,0
2021,12156,Expendio De Alimentos,6519139,0,0,0,0
2021,12159,Obtencion Y Suministro De Personal,13879967,0,0,0,0
2021,12161,"Actividades Profesionales, Cientificas",3663338,0,0,0,0
2021,12162,"Actividades Profesionales, Cientificas",8389674,5000,0,1,0
2021,12165,Obtencion Y Suministro De Personal,1185832,450,0,0,0
2021,12166,Expendio De Alimentos,4563330,5028,0,0,0
2021,12167,Actividades De Telecomunicaciones,1897573,0,0,0,0
2021,12168,Obtencion Y Suministro De Personal,8266351,0,0,0,0
2021,12170,Obtencion Y Suministro De Personal,3529191,0,0,0,0
2021,12173,Inmobiliarias Y Alquileres,12015271,0,0,0,0
2021,12174,Otros Servicios,8648967,0,0,0,0
2021,12175,Educacion Superior,929704,0,0,0,0
2021,12176,Auxiliares Del Transporte,2174315,0,0,0,0
2021,12177,Inform Y Serv De Informacion,33108253,0,0,0,0
2021,12180,Educacion Superior,176596276,483380,1,1,0
2021,12181,Inform Y Serv De Informacion,83979741,32063,0,1,0
2021,12184,Obtencion Y Suministro De Personal,2751314,0,0,0,0
2021,12185,Auxiliares Del Transporte,10764264,0,0,0,0
2021,12186,Inform Y Serv De Informacion,66304569,0,0,0,0
2021,12188,Call Center,125322026,0,0,0,0
2021,12189,"Actividades Profesionales, Cientificas",3826065,0,0,0,0
2021,12191,Obtencion Y Suministro De Personal,9679829,1000,1,1,0
2021,12192,"Actividades Profesionales, Cientificas",3770970,0,0,0,0
2021,15674,Actividades De Telecomunicaciones,2473415,0,0,0,0
2021,12193,Prog Y Trans De Radio Y Television,1446974,0,0,0,0
2021,12194,Actividades De Telecomunicaciones,7868791,0,0,0,0
2021,12197,Inmobiliarias Y Alquileres,9921075,49984,0,0,0
2021,12198,"Actividades Profesionales, Cientificas",13396999,0,0,0,0
2021,12199,Inmobiliarias Y Alquileres,34379016,347191,0,1,0
2021,12200,Actividades Administrativas,14576771,0,0,0,0
2021,12201,Inform Y Serv De Informacion,4410271,0,0,0,0
2021,12203,Inform Y Serv De Informacion,8549712,1000,1,0,0
2021,12204,Obtencion Y Suministro De Personal,4630083,0,0,0,0
2021,12205,Auxiliares Del Transporte,6600530,0,0,0,0
2021,15677,"Actividades Profesionales, Cientificas",3943267,0,0,0,0
2021,12207,Auxiliares Del Transporte,2117210,0,0,0,0
2021,12208,Actividades De Telecomunicaciones,76272769,0,0,0,0
2021,12213,Inmobiliarias Y Alquileres,3983818,0,0,0,0
2021,12215,"Actividades Profesionales, Cientificas",15998094,0,0,0,0
2021,17979,Alojamiento,3649431,36328,1,0,0
2021,12217,Agencias De Viajes,44105016,13997,1,0,0
2021,12218,Obtencion Y Suministro De Personal,298045496,0,0,0,0
2021,12219,Alojamiento,1649154,0,0,0,0
2021,12220,Alojamiento,507121,0,0,0,0
2021,12221,Alojamiento,5656568,4203,0,0,0
2021,19144,"Actividades Profesionales, Cientificas",1561391,0,0,0,0
2021,12224,Inform Y Serv De Informacion,2633652,0,0,0,0
2021,12226,"Actividades Profesionales, Cientificas",1228977,0,0,0,0
2021,12229,Auxiliares Del Transporte,6954685,0,0,0,0
2021,12230,Inform Y Serv De Informacion,19759232,0,0,0,0
2021,12232,Obtencion Y Suministro De Personal,10357427,0,0,0,0
2021,12233,Postales Y Correos,9285954,63604,0,0,0
2021,12235,Actividades De Telecomunicaciones,8989428,0,0,0,0
2021,12237,Obtencion Y Suministro De Personal,8361348,0,0,0,0
2021,12238,Obtencion Y Suministro De Personal,5425021,5002,1,1,0
2021,12239,Salud Humana,3006038,0,0,0,0
2021,12242,Actividades De Telecomunicaciones,45939385,0,0,0,0
2021,12243,Obtencion Y Suministro De Personal,7439539,0,0,0,0
2021,12244,Salud Humana,5744760,0,0,0,0
2021,12245,Obtencion Y Suministro De Personal,7010628,0,0,0,0
2021,12246,Obtencion Y Suministro De Personal,2052974,0,0,0,0
2021,12249,Expendio De Alimentos,1591339,0,0,0,0
2021,12251,Salud Humana,2883670,0,0,0,0
2021,12252,Salud Humana,987643,0,0,0,0
2021,12253,Expendio De Alimentos,1181207,0,0,0,0
2021,12254,Inform Y Serv De Informacion,27074592,0,0,0,0
2021,12255,Auxiliares Del Transporte,11734603,0,0,0,0
2021,12256,Obtencion Y Suministro De Personal,50453,0,0,0,0
2021,12258,Obtencion Y Suministro De Personal,4725463,0,0,0,0
2021,12259,Alojamiento,735906,0,0,0,0
2021,12260,Salud Humana,4715935,0,0,0,0
2021,12261,Actividades De Telecomunicaciones,7323535,0,0,0,0
2021,12262,Auxiliares Del Transporte,11815626,2016,0,0,0
2021,12263,Obtencion Y Suministro De Personal,5156520,0,0,0,0
2021,12264,Inmobiliarias Y Alquileres,3250097,0,0,0,0
2021,12265,Salud Humana,8123836,150,0,0,0
2021,12266,Expendio De Alimentos,7146366,0,0,0,0
2021,12267,Auxiliares Del Transporte,1570123,0,0,0,0
2021,12268,Expendio De Alimentos,3090860,0,0,0,0
2021,12269,Expendio De Alimentos,18554693,19944,0,0,0
2021,12270,Auxiliares Del Transporte,11728830,0,0,0,0
2021,12271,Actividades De Telecomunicaciones,5495777,0,0,0,0
2021,12272,Actividades De Telecomunicaciones,3624980,0,0,0,0
2021,12273,Obtencion Y Suministro De Personal,4366577,0,0,0,0
2021,12275,Obtencion Y Suministro De Personal,10294775,0,0,0,0
2021,12276,Actividades De Telecomunicaciones,12482562,0,0,0,0
2021,12278,Publicidad,3010383,0,0,0,0
2021,12279,Inform Y Serv De Informacion,20177,0,0,0,0
2021,12280,Publicidad,5484601,0,0,0,0
2021,12282,Expendio De Alimentos,10898037,0,0,0,0
2021,12283,Auxiliares Del Transporte,174187924,1749895,1,1,0
2021,12284,Auxiliares Del Transporte,2227770,0,0,0,0
2021,12285,Actividades De Telecomunicaciones,1391525,0,0,0,0
2021,12286,Obtencion Y Suministro De Personal,2461939,0,0,0,0
2021,12287,Obtencion Y Suministro De Personal,12546747,0,0,0,0
2021,12288,Obtencion Y Suministro De Personal,3229368,0,0,0,0
2021,12289,Salud Humana,6334106,0,0,0,0
2021,12290,"Actividades Profesionales, Cientificas",1036254,0,0,0,0
2021,12291,Expendio De Alimentos,3848623,0,0,0,0
2021,12292,Obtencion Y Suministro De Personal,7585177,0,0,0,0
2021,12293,"Actividades Profesionales, Cientificas",1895834,350,1,0,0
2021,12294,Obtencion Y Suministro De Personal,3689386,0,0,0,0
2021,12295,Publicidad,2633944,0,0,0,0
2021,12296,Inmobiliarias Y Alquileres,15829824,0,0,0,0
2021,12297,"Actividades Profesionales, Cientificas",1956161,128,0,0,0
2021,12298,Obtencion Y Suministro De Personal,1866074,0,0,0,0
2021,19245,Expendio De Alimentos,802266,0,0,0,0
2021,12299,Postales Y Correos,10554514,0,0,0,0
2021,12300,Obtencion Y Suministro De Personal,4256146,0,0,0,0
2021,12303,Obtencion Y Suministro De Personal,8979352,0,0,0,0
2021,12304,Obtencion Y Suministro De Personal,9602695,0,0,0,0
2021,19380,Inform Y Serv De Informacion,4349041,0,0,0,0
2021,12307,Obtencion Y Suministro De Personal,10484992,0,0,0,0
2021,12310,Obtencion Y Suministro De Personal,5945632,0,0,0,0
2021,12312,"Actividades Profesionales, Cientificas",3131782,0,0,0,0
2021,12313,Expendio De Alimentos,10080217,0,0,0,0
2021,12315,Obtencion Y Suministro De Personal,2446697,0,0,0,0
2021,12316,Obtencion Y Suministro De Personal,3065051,800,0,0,0
2021,12317,Obtencion Y Suministro De Personal,34898158,0,0,0,0
2021,12319,"Actividades Profesionales, Cientificas",38176749,0,0,0,0
2021,12320,Obtencion Y Suministro De Personal,38995335,2537,1,0,0
2021,12321,Inform Y Serv De Informacion,2037078,0,0,0,0
2021,12323,"Actividades Profesionales, Cientificas",4118045,0,0,0,0
2021,12327,Expendio De Alimentos,2796224,0,0,0,0
2021,12328,"Actividades Profesionales, Cientificas",4386928,0,0,0,0
2021,12329,Publicidad,61495096,0,0,0,0
2021,12330,Salud Humana,454313702,0,0,0,0
2021,12331,Obtencion Y Suministro De Personal,49996,0,0,0,0
2021,12332,Agencias De Viajes,2009762,0,0,0,0
2021,12334,Auxiliares Del Transporte,807809,0,0,0,0
2021,12335,Salud Humana,12962295,0,0,0,0
2021,12338,Obtencion Y Suministro De Personal,25377732,0,0,0,0
2021,12341,Alojamiento,4013965,0,0,0,0
2021,12342,Actividades Administrativas,142516488,89549,1,1,0
2021,12343,Expendio De Alimentos,3888436,0,0,0,0
2021,12344,Actividades Administrativas,1882972,0,0,0,0
2021,12345,Salud Humana,200708529,0,0,0,0
2021,12346,Publicidad,3764478,0,0,0,0
